DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
GM201900000053,GMGE81FL,GM,2019.0,53.0,GM2019DHS,128701.109375,151256.421875,177873.421875,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.9443960923414964,0.986811637878418,0.9927734961876502,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4.0,1808.0,1961.0,1942.0,1752.0,1751.0,1712.0,1744.0,0.0,0.0,0.0,0.0,78.25,1337.6707763671875,-9999,-9999,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,2.522904396057129,2.0641636848449707,-1.0,0.8457244038581848,0.0,5.555184364318848,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,7.197305613550647,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,4181.1676682692305,2931.1754557291665,3533.286658653846,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.38078683614730835,3.0,3.0,3.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.6875,0.0,863.6782552083333,1012.4520833333333,1189.8877604166667,1399.2755208333333,52235.32421875,57463.25390625,62661.75,67568.3359375,3900.49609375,4290.87353515625,4679.0537109375,5045.4345703125,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000054,GMGE81FL,GM,2019.0,54.0,GM2019DHS,87246.9453125,102537.2734375,120581.03125,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.9408777410333807,0.985573335127397,0.9882441433993253,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4,1808,1961,1942,1752,1751,1712,1744,0.0,0.0,0.0,0.0,74.64285714285714,1337.6707763671875,3,0.035913389176130295,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,7.924312046595982,18.263920375279017,-1.0,3.721856253487723,0.23836132458278111,11.200062343052455,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,5.5839425363848285,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,5918.295572916667,2445.9066051136365,3695.8560697115386,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.4118851934160505,3.0,3.0,3.0,26.92121124267578,26.872726440429688,24.676767349243164,25.690908432006836,24.364646911621094,27.67070770263672,28.249494552612305,26.7939395904541,27.676767349243164,26.396968841552734,27.394948959350586,26.98282814025879,3.4285714285714284,0.0,636.087109375,745.6569661458333,876.3358723958333,1030.5470703125,41622.921875,46155.74609375,50858.9921875,55590.9453125,3551.8889508928573,3938.6953125,4340.042689732143,4743.840401785715,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000055,GMGE81FL,GM,2019.0,55.0,GM2019DHS,90548.9453125,106417.9609375,125144.609375,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.9484802392812876,0.9881396660437951,0.990630736717811,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4.0,1808.0,1961.0,1942.0,1752.0,1751.0,1712.0,1744.0,0.0,0.0,0.0,0.0,74.4375,1337.6707763671875,3,0.035913389176130295,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,8.322440592447917,17.036979166666665,-1.0,4.580723571777344,0.32469746271769206,9.86865946451823,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,6.199882386222718,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,5322.184303977273,2767.0872395833335,3980.3619791666665,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.4202768325805664,3.0,3.0,3.0,26.92121124267578,26.872726440429688,24.676767349243164,25.690908432006836,24.364646911621094,27.67070770263672,28.249494552612305,26.7939395904541,27.676767349243164,26.396968841552734,27.394948959350586,26.98282814025879,3.2,0.0,678.54140625,795.42421875,934.8251302083333,1099.3287760416667,42096.8984375,46927.875,52061.4453125,57399.5859375,3352.8635416666666,3737.6307291666667,4146.496875,4571.6546875,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000056,GMGE81FL,GM,2019.0,56.0,GM2019DHS,80092.78125,94129.328125,110693.5,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.8405541640061599,0.892185431260329,0.8985674931452825,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4,1808.0,1961.0,1942.0,1752.0,1751.0,1712.0,1744.0,0.0,0.0,0.0,0.0,74.4,1337.6707763671875,3,0.035913389176130295,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,8.281577555338542,19.507906087239583,-1.0,3.5972269694010417,0.2224705696105957,11.958692423502605,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,5.906670633951823,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,5758.5859375,2069.6045673076924,3661.503348214286,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.40976591110229493,3.0,3.0,3.0,26.92121124267578,26.872726440429688,24.676767349243164,25.690908432006836,24.364646911621094,27.67070770263672,28.249494552612305,26.7939395904541,27.676767349243164,26.396968841552734,27.394948959350586,26.98282814025879,3.466666666666667,0.0,679.5672433035714,796.6267438616071,936.23828125,1100.9906529017858,44940.07421875,49800.1796875,54826.3515625,59859.34375,3579.30625,3966.393489583333,4366.705729166667,4767.560416666666,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000057,GMGE81FL,GM,2019.0,57.0,GM2019DHS,80049.484375,94078.4296875,110633.6640625,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.9087675639561245,0.9829687391008649,0.9877737590244838,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4.0,1808.0,1961.0,1942.0,1752.0,1751.0,1712.0,1744.0,0.0,0.0,0.0,0.0,74.25,1337.6707763671875,3,0.035913389176130295,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,8.05409049987793,20.831995010375977,-1.0,5.651869297027588,0.5300017595291138,8.57800579071045,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,5.9708306097215225,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,4823.864182692308,3313.5006510416665,3943.6057942708335,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.4307591915130615,3.0,3.0,3.0,26.92121124267578,26.872726440429688,24.676767349243164,25.690908432006836,24.364646911621094,27.67070770263672,28.249494552612305,26.7939395904541,27.676767349243164,26.396968841552734,27.394948959350586,26.98282814025879,3.1875,0.0,639.4303152901786,749.5760323660714,880.94189453125,1035.9634486607142,41305.01953125,46421.1875,52032.9140625,58113.12890625,3084.194091796875,3466.20849609375,3885.2236328125,4339.216796875,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000058,GMGE81FL,GM,2019.0,58.0,GM2019DHS,98095.828125,115287.453125,135574.890625,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.9454665184020996,0.9880080223083496,0.9909185000828334,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4.0,1808.0,1961.0,1942.0,1752.0,1751.0,1712.0,1744.0,0.0,0.0,0.0,0.0,74.88235294117646,1337.6707763671875,3,0.035913389176130295,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,8.677454331341911,18.40219295726103,-1.0,3.5568793801700367,0.19629756142111385,11.938320384306067,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,6.1109619140625,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,5423.621651785715,2638.7872596153848,3736.0602678571427,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.4029096154605641,3.0,3.0,3.0,26.92121124267578,26.872726440429688,24.676767349243164,25.690908432006836,24.364646911621094,27.67070770263672,28.249494552612305,26.7939395904541,27.676767349243164,26.396968841552734,27.394948959350586,26.98282814025879,3.3529411764705883,0.0,675.6421595982143,792.0255998883929,930.8307756696429,1094.631626674107,51386.0859375,56898.828125,62577.9609375,68233.2265625,3611.2318474264707,3998.6461397058824,4397.752297794118,4795.180147058823,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000059,GMGE81FL,GM,2019.0,59.0,GM2019DHS,113960.171875,133932.09375,157500.484375,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.8607852242209695,0.9075332988392223,0.9213965155861594,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4.0,1808.0,1961.0,1942.0,1752.0,1751.0,1712.0,1744.0,0.0,0.0,0.0,0.0,79.0,1337.6707763671875,-9999,-9999,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,0.9488062858581543,2.6374078478131975,-1.0,0.18419126101902553,0.0,3.474989209856306,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,7.657039896647135,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,4527.279296875,2473.1608072916665,3115.9040178571427,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.39040541648864746,3.0,3.0,3.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.642857142857143,0.0,887.69970703125,1040.6112060546875,1222.9818115234375,1438.193359375,46397.33984375,50978.79296875,55501.25,59720.140625,3959.566964285714,4350.550223214285,4736.498325892857,5096.540178571428,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000060,GMGE81FL,GM,2019.0,60.0,GM2019DHS,103221.4453125,121311.359375,142658.84375,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.9416892869131905,0.9780161040169852,0.9869707652500698,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4.0,1808.0,1961.0,1942.0,1752.0,1751.0,1712.0,1744.0,0.0,0.0,0.0,0.0,76.53333333333333,1337.6707763671875,-9999,-9999,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,2.941981252034505,5.973282877604166,-1.0,0.741497548421224,0.0,7.9441584269205725,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,7.285306803385416,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,4882.286959134615,2512.4453125,3515.5213341346152,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.38414300282796227,3.0,3.0,3.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.8666666666666667,0.0,809.6927734375,949.1671875,1115.5119791666666,1311.8115885416667,49107.2734375,54009.9296875,58878.46484375,63463.87890625,3911.315885416667,4301.8046875,4689.575,5054.795833333334,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000061,GMGE81FL,GM,2019.0,61.0,GM2019DHS,121574.90625,142881.328125,168024.53125,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.9379075857309195,0.9764950092022235,0.9862061280470628,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4.0,1808.0,1961.0,1942.0,1752.0,1751.0,1712.0,1744.0,0.0,0.0,0.0,0.0,78.25,1337.6707763671875,-9999,-9999,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,2.522904634475708,2.0641636848449707,-1.0,0.8457244634628296,0.0,5.555184364318848,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,7.256471761067709,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,4644.270833333333,2747.9796316964284,3666.4287109375,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.38078683614730835,3.0,3.0,3.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.6875,0.0,883.0267159598214,1035.1334402901787,1216.5440848214287,1430.6226283482142,52235.3203125,57463.2578125,62661.75390625,67568.328125,3900.495849609375,4290.8740234375,4679.05322265625,5045.4345703125,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000062,GMGE81FL,GM,2019.0,62.0,GM2019DHS,72139.890625,84782.65625,99702.078125,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.6264027186802456,0.6681641169956752,0.6701704433986119,31.188180923461914,31.633333206176758,31.059999465942383,30.829999923706055,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4,2357,2522,2583,2641,2616,2523,2541,0.0,0.0,0.0,0.0,73.0625,1337.6707763671875,3,0.0,0.17216435317477413,0.2548888407102919,0.40848502697724437,25.430908203125,26.375,25.740833282470703,25.6108341217041,17.430702209472656,41.23194122314453,-1.0,5.48615026473999,0.20804838836193085,17.129695892333984,0.17961004376411438,0.07291696220636368,0.041942622512578964,0.015841465443372726,0.11155539751052856,0.037302982062101364,0.020577024668455124,0.007516392506659031,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,3.672333514104124,19.673635482788086,21.116666793823242,20.421667098999023,20.391666412353516,4.625,4.75,4.7833333015441895,4.5916666984558105,6440.347098214285,1037.8126627604167,2691.7496744791665,668,657,728,824,747,952,800,0.4450203776359558,3.0,3.0,3.0,27.16136360168457,26.988636016845703,24.70795440673828,25.763635635375977,24.388635635375977,27.772727966308594,28.287500381469727,26.94772720336914,27.887500762939453,26.55681800842285,27.577272415161133,27.16136360168457,6.3125,1.8125,612.4769897460938,717.9798583984375,843.8082885742188,992.29541015625,48384.4140625,53573.296875,58917.8828125,64238.69140625,3612.638916015625,4000.0673828125,4399.12060546875,4796.3974609375,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000063,GMGE81FL,GM,2019.0,63.0,GM2019DHS,69673.765625,81884.3359375,96293.734375,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.5871165882457386,0.6967327378012917,0.7091204036365856,31.188180923461914,31.633333206176758,31.059999465942383,30.829999923706055,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4.0,2357.0,2522.0,2583.0,2641.0,2616.0,2523.0,2541.0,0.0,0.0,0.0,0.0,71.33333333333333,1337.6707763671875,3,0.0,0.17216435317477413,0.2548888407102919,0.40848502697724437,25.430908203125,26.375,25.740833282470703,25.6108341217041,24.406486002604165,76.95084635416667,-1.0,9.776158650716146,1.2192776997884114,15.240620930989584,0.17961004376411438,0.07291696220636368,0.041942622512578964,0.015841465443372726,0.11155539751052856,0.037302982062101364,0.020577024668455124,0.007516392506659031,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,3.1888302662333503,19.673635482788086,21.116666793823242,20.421667098999023,20.391666412353516,4.625,4.75,4.7833333015441895,4.5916666984558105,6801.731971153846,933.7372159090909,2984.1751302083335,634,631,671,744,691,877,751,0.47778069178263344,3.0,3.0,3.0,27.16136360168457,26.988636016845703,24.70795440673828,25.763635635375977,24.388635635375977,27.772727966308594,28.287500381469727,26.94772720336914,27.887500762939453,26.55681800842285,27.577272415161133,27.16136360168457,7.4,0.0,470.96661376953125,552.0934448242188,648.8497314453125,763.0294799804688,30792.076171875,35507.70703125,41069.04296875,47621.578125,2452.2166666666667,2827.75625,3270.6442708333334,3792.4661458333335,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000064,GMGE81FL,GM,2019.0,64.0,GM2019DHS,72156.09375,84801.703125,99724.484375,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.6897054513295492,0.7460387547810873,0.7622750600179037,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4,1808.0,1961.0,1942.0,1752.0,1751.0,1712.0,1744.0,0.0,0.0,0.0,0.0,74.71428571428571,1337.6707763671875,-9999,-9999,0.0978692656958158,0.15879638869225177,0.2731156609502252,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,5.482477460588727,14.398616245814733,-1.0,0.7075108119419643,0.0,10.079786028180804,0.14466220140457153,0.06498786807060242,0.03777956962585449,0.01426032092422247,0.08693858236074448,0.03353841230273247,0.018744327127933502,0.00685908505693078,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,5.342827468621926,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,5382.646809895833,1413.2505580357142,2913.375,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.39594902311052593,3.0,3.0,3.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.071428571428571,0.0,566.4603097098214,664.0365513392857,780.4112025669643,917.7421875,46440.6015625,51022.609375,55543.6015625,59758.10546875,3963.150948660714,4354.170758928572,4739.983258928572,5099.640066964285,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
GM201900000065,GMGE81FL,GM,2019.0,65.0,GM2019DHS,48711.16015625,57247.9609375,67322.0390625,90.17500305175781,98.86666870117188,101.74166870117188,90.70833587646484,19.497297286987305,20.814035415649414,21.270034790039062,19.75499153137207,0.4965217113494873,0.5508693854014078,0.5569708347320557,27.56999969482422,28.106666564941406,27.93833351135254,27.536666870117188,12.033333778381348,12.925000190734863,12.816666603088379,12.324999809265137,4,1808,1961,1942,1752,1751,1712,1744,0.0,0.0,0.0,0.0,72.85714285714286,1337.6707763671875,3,0.0,0.2041089956169802,0.3009860504061117,0.4677810603040475,24.130908966064453,25.047500610351562,24.758333206176758,24.351667404174805,10.067803519112724,32.37898472377232,-1.0,1.8722779410226005,0.0,13.746381487165179,0.19592231512069702,0.08374309539794922,0.04738513380289078,0.01806793361902237,0.13121852278709412,0.04478912428021431,0.02393285371363163,0.008763125166296959,32.483333587646484,33.63333511352539,33.70000076293945,32.91666793823242,26.433334350585938,27.149999618530273,27.266666412353516,26.725000381469727,20.450000762939453,20.70833396911621,20.883333206176758,20.59166717529297,2.2798707055263834,20.691818237304688,21.988332748413086,21.578332901000977,21.16666603088379,4.625,4.75,4.7833333015441895,4.5916666984558105,5933.400240384615,713.8443777901786,1985.0518329326924,668.0,657.0,728.0,824.0,747.0,952.0,800.0,0.4081404209136963,3.0,3.0,3.0,27.16136360168457,26.988636016845703,24.70795440673828,25.763635635375977,24.388635635375977,27.772727966308594,28.287500381469727,26.94772720336914,27.887500762939453,26.55681800842285,27.577272415161133,27.16136360168457,6.214285714285714,3.0714285714285716,420.852294921875,493.3466099330357,579.8073381696429,681.8376116071429,46016.70703125,50556.890625,55036.6171875,59212.65234375,3963.150948660714,4354.170758928572,4739.983258928572,5099.640625,6.602499961853027,10.110833168029785,8.650833129882812,6.714166641235352
